relative_path,bytes,sha256,modified_time
data/pcos_analysis.csv,527199,48204085e6b48796f84b8cc291e2cfd67142199e9a330e69a00451c93192d383,2026-03-14T17:46:19
data/pcos_analysis.parquet,132831,8cfa45c46d27ea87e6ac5750d3622c648c45e266408a098cd067019e2a0db351,2026-03-14T17:46:18
data/pcos_base.parquet,77860,fc8bc72de4be9334b62151b478570c678f89fbfa6b888eb0e12c92b046a19d9c,2026-03-14T17:46:02
data/pcos_qc.csv,411749,40efaa000593597888802cd4d7d6307d982d1341d1e5ffc8066b10542fa1dae3,2026-03-14T17:46:12
data/pcos_qc.parquet,119984,754531cda4bef1938251c0c552a6247d5cd6fc0be04aa92bd484b593499427c5,2026-03-14T17:46:12
figures/F10_Evalues.png,97065,e28fc4d6d6f2a7fba293f52382cc77e89a9addc30b07d3a178464ab73050d34f,2026-03-14T17:48:24
figures/F10_robustness_forest.png,190883,96a11124095478dc6e8410a4cca40a66de0d9ae8dab5ab2f42417428972b3ff6,2026-03-14T17:48:31
figures/F4_forest_OR_primary.png,32366,5550e05e5a4ed330da7fa836fe1a09d3aafd4a1ce230493a4a92f908f65e0685,2026-03-14T17:48:50
figures/F5_calibration_primary.png,52657,22d318769f7ffc907091a3e10a4d53b187b5ead68228958edd6ed34b70bdc7d1,2026-03-14T17:48:50
figures/F6_calibration_non_hdl.png,52907,97162479a4470fe9cf0e1915923816d7a5722efcab22bfb95bd3446b04a8cf3e,2026-03-14T17:48:41
figures/F6_calibration_ogtt120.png,52136,215d5dbe61aab92fbbd6c0e704eceb9b9685f793f73e38acafafeabf76ee376c,2026-03-14T17:48:41
figures/F7_forest_secondary_OR.png,51281,a1207a681205a0840c27e06849e1d16681b6649debb14c19cea60c60a950dc6b,2026-03-14T17:48:41
figures/F_S10_calibration_ep_non_hdl.png,73349,c1ed94822bd9a0308459c60a4f65090bdc162e0c6f41dfe1a202aa3497947960,2026-03-14T17:48:13
figures/F_S10_calibration_ep_ogtt120.png,73082,400fb9aca263dca9fbd9684824293a217ad37b838daef319b54d99bb68e9d23b,2026-03-14T17:48:13
figures/F_S10_calibration_ep_primary.png,69639,8d25a5116a94823b06b9563f55d7e44f632a5284d9fd96110860ed53c205dafb,2026-03-14T17:48:13
figures/F_S10_cooks_primary.png,60035,465a8b27051b6b246ee6bead020e8e2056067e128600e2d3e905b041837d13a9,2026-03-14T17:48:13
meta/config.json,8030,a569fbb14b1b637d58a1fed1c443868e7f65442f7dc68c7dadd53d58c0a6f5f6,2026-03-14T17:43:41
meta/config_snapshot.json,8201,5e19ae2fd1ffcbea49243096339f70a287326635a8eacc45d77e992d2dea216b,2026-03-14T17:43:41
reports/S09_evalue_note.txt,972,adfad18bcb44efc9eb74ab6d408ce2854e9463b9a5bf04bdffd0eac8bc61eaee,2026-03-14T17:48:24
reports/S10_diagnostics_note.txt,943,dab40fdf9422680e36b49b50fa13f7c2b06275f2b5c13a5bb0352990d72e7177,2026-03-14T17:48:13
reports/column_mapping.json,6202,0b6a57e40777e84157abad272b8660e58925c56a89fda7479f7b7e970933af91,2026-03-14T17:46:02
reports/config.json,8030,a569fbb14b1b637d58a1fed1c443868e7f65442f7dc68c7dadd53d58c0a6f5f6,2026-03-14T17:43:41
reports/config_snapshot.json,8201,5e19ae2fd1ffcbea49243096339f70a287326635a8eacc45d77e992d2dea216b,2026-03-14T17:43:41
reports/environment_report.json,342,40057eff6331e12c6749987bd14b722e51e97b2a47ff6f7f794b86c885252566,2026-03-14T17:43:41
reports/qc_summary.json,1338,874626611b17095e089c961cb791652f392a6afd8d19b9c046b128f76c49feee,2026-03-14T17:46:11
reports/s3_summary.json,1353,7123e4ce0350e2d3dc96490ee67860844464a0a60243a39dc0b28a7b7e3b2ac0,2026-03-14T17:46:18
reports/s5_primary_model_summary.json,628,d309edf12ee4947b801dda48e81d9821bcfd7375a09d6543be6830bf1885fc01,2026-03-14T17:48:50
reports/s6_secondary_models_summary.json,2063,8bdb09c695747a7d0f926eb419cc9adb8fe3e99b8a2316f1c7bb891955eb0703,2026-03-14T17:48:41
reports/s8_sensitivity_summary.json,5163,bb87547ad58841a263c85242f9d6348d69418cb36fe8622b6743584d9c463939,2026-03-14T17:48:31
tables/MASTER_results_compiled.csv,12427,93ad0d71b5074bd624a457131e6a7d1df502f19d962d013d3ac0a3849da35a9e,2026-03-14T18:47:21
tables/MASTER_supplement_compiled.csv,291740,24a4f816d1db20e249386e7e1e0e1af0232b1df8fde0f1c0a242f7744c8b6a4e,2026-03-14T18:47:41
tables/Table2_primary_model.csv,1178,12bbb48256533e3a77839e8adfd202aa0b0d222ae248c84247e9e9f105f5154f,2026-03-14T17:48:50
tables/Table2_primary_model_continuous_companion.csv,530,f5c549e7cbff367bfa748fe252fe0067741eb4d5b468ee6602f1e838c9196533,2026-03-14T17:48:50
tables/Table3_secondary_models.csv,2376,42037058cc08a9a2f3e759f28754ce978ee723c8510b94660be252e9de3e7e1d,2026-03-14T17:48:41
tables/Table4_secondary_models_continuous_companion.csv,1034,caa22836414ef12c6b9c99b4444cb50e4d4c0c7b3efa80ee0839f6851dcb66a0,2026-03-14T17:48:41
tables/TableS10_HL.csv,484,6d91eee5f8ca415fc1a7f4a3e2e6bbe4533cef04404027914cb1a3c340d0d7ff,2026-03-14T17:48:13
tables/TableS10_VIF.csv,318,af8c6ef5fb92966c7159cd8f9f32627c5b16f990dd51d0916534c3e7b5377c92,2026-03-14T17:48:13
tables/TableS10_age_spline_LR_primary.csv,316,88676e6de436d1e9fba91718776245380f1c412f1174b017c26b6698132a1d37,2026-03-14T17:48:13
tables/TableS10_cohort_integrity_and_events.csv,544,1c048517177b3c686be1cb8898fd02340e98de367fbe7c1926cf6fb25ac1003d,2026-03-14T17:48:13
tables/TableS10_influence_primary.csv,216735,192818a8b35b9197487c36061a8e7cd7efe251dac706271c7e65d31c851cb8ee,2026-03-14T17:48:13
tables/TableS10_model_diagnostics.csv,878,d32fea157d3b007fa1b446db86803360ac729327e63d7c2666c60efa17dee41b,2026-03-14T17:48:13
tables/TableS1_sensitivity.csv,4460,33eee12b30390575d2942294882d43e7890d5a13d5b44d67a88f98ccf1339305,2026-03-14T17:48:31
tables/TableS2_Evalues.csv,1056,d10cb8d30fe20931c52df721ec62d2d98882f21ee5eff808ba5db668ec129611,2026-03-14T17:48:24
tables/analysis_flow_counts.csv,359,2f3d941b7bec1752b2b68d1d416eb41b1a76c0c472cfd7af9cf81811dbc7fe68,2026-03-14T17:46:18
tables/analysis_readiness.csv,451,054a5ed5113713620f0b7fd6689933bc93c4c3e96fffe4c7c3529d6857a5cda3,2026-03-14T17:46:02
tables/critical_variable_status.csv,248,c36436bf48cd6a04bac66818a44d3d162364f4dd38fb41dfad6a83de7b6c0835,2026-03-14T17:46:02
tables/data_dictionary.csv,2428,cd78124a1c61915920d115e6d6a96fbf23347a0569aba5e62594efd79bededb5,2026-03-14T17:46:02
tables/exposure_endpoint_counts.csv,247,cf5b3dd0dcd690249d00bded2d01869df4e38005cd228bf00125d50eda52dcef,2026-03-14T17:46:18
tables/parsing_audit.csv,1509,01459f561cf0c58ee892e2fc2386dd92d173aa0fdc30c47cb444003cd1de7083,2026-03-14T17:46:02
tables/pcos_analysis.csv,527199,48204085e6b48796f84b8cc291e2cfd67142199e9a330e69a00451c93192d383,2026-03-14T17:46:19
tables/pcos_qc.csv,411749,40efaa000593597888802cd4d7d6307d982d1341d1e5ffc8066b10542fa1dae3,2026-03-14T17:46:12
tables/primary_event_counts_by_taiA.csv,61,72c05fe8879fc025dd0ea5172d8c6f18f8db95b3b1ed73b2aea0eb9541b52f65,2026-03-14T17:46:18
tables/primary_model_event_counts.csv,160,82f18a1aa290cb8a138ae040f504e06bbc13ea3b630aee0b300d520c4b029b4f,2026-03-14T17:48:50
tables/qc_age_summary.csv,145,a9d4e5b3ad4ff9642ff5c629e9da96058da6ebed3bcb55a3a30b8555dacd0310,2026-03-14T17:46:11
tables/qc_cohort_availability.csv,67563,74ed0bbb4a8856cd7fb6b0ff87840d75c8002ebaeb34d5456eef2876eb32f274,2026-03-14T17:46:11
tables/qc_cohort_availability_summary.csv,200,309bbd8b848fdade893e7e49eb246b8926462e74f62467904673a7a42a3e07ce,2026-03-14T17:46:11
tables/qc_key_variable_completeness.csv,387,b49d9506f003921628c4a3e6853a22a4eff729e7d9900dbda51e5fd0f9f7191b,2026-03-14T17:46:11
tables/qc_missingness_report.csv,1678,29292d83c104d4f8b82d348459acf79db664c9cb75f4e77d21533d95e07a77f2,2026-03-14T17:46:11
tables/qc_outlier_summary.csv,1785,d317834a167b5482b2ee0789a3fbe608ed6d0b547e76c176a5d63acd3188b054,2026-03-14T17:46:11
tables/secondary_model_event_counts.csv,295,28007f9408295cd505bec6bbe229703dcfccdc92c6a11d7cffbe9aef687b5f5c,2026-03-14T17:48:41
